id,slug,name,metacritic,released,tba,updated,website,rating,rating_top,playtime,achievements_count,ratings_count,suggestions_count,game_series_count,reviews_count,platforms,developers,genres,publishers,esrb_rating,added_status_yet,added_status_owned,added_status_beaten,added_status_toplay,added_status_dropped,added_status_playing
1,dgeneration-hd,D/Generation HD,,2015-10-23,False,2019-09-17T11:58:57,http://dgeneration.net,0.0,0,1,80,2,292,0,4,PC||macOS||Xbox One||PlayStation 4||Nintendo Switch,West Coast Software,Adventure||Puzzle,West Coast Software,Everyone 10+,4,88,2,2,0,0
10,g-prime,G Prime Into The Rain,,2016-01-06,False,2019-11-06T23:04:19,,0.0,0,0,26,3,389,0,3,macOS||PC||Xbox One,Soma Games,Simulation||Indie,Immanitas Entertainment||Code-Monkeys,Everyone,2,42,2,0,0,0
100,land-sliders,Land Sliders,,2015-09-24,False,2019-10-22T13:56:16,http://prettygreat.com,0.0,0,0,0,2,83,0,2,iOS,Prettygreat Pty,Adventure||Arcade,Prettygreat Pty,Everyone 10+,0,2,2,0,1,0
1000,pixel-gear,Pixel Gear,,2016-10-20,False,2019-08-28T22:16:02,https://www.facebook.com/Geronimo-Interactive-1789605664633280/?ref=bookmarks,0.0,0,0,0,0,455,0,0,PC||PlayStation 4,Oasis Games||Geronimo Interactive,Action||Indie,Geronimo Interactive,Teen,0,1,0,0,0,0
10000,gods-and-idols,Gods and Idols,,2016-12-12,False,2019-09-17T13:37:13,http://www.godsandidols.com/,0.0,1,1,0,5,262,0,5,PC,Viking Tao,RPG||Strategy||Massively Multiplayer,Viking Tao,,2,79,0,0,0,0
100000,plague-venue,Plague venue,,2017-12-02,False,2019-01-09T12:41:06,,0.0,0,0,0,0,40,0,0,Web,Alexander Ponomariov,,,,0,0,0,0,0,0
100001,the-moon-sliver-itch,The Moon Sliver (itch),,2014-05-03,False,2019-01-09T12:41:06,,0.0,0,0,0,0,116,0,0,PC||macOS,David Szymanski,Adventure,,,0,0,0,0,0,0
100002,red-entity,Red Entity,,2014-08-26,False,2019-01-09T12:41:06,,0.0,0,0,0,0,39,0,0,PC||macOS||Linux,woof,Action||Shooter,,,0,0,0,0,0,0
100004,hippiesvscops,HippiesVsCops,,2016-04-18,False,2019-08-28T23:25:11,,0.0,0,0,0,0,26,0,0,PC,alegaroficial,Strategy,,,0,0,0,0,0,0
100005,they-came-through-the-floor,They Came Through the Floor,,2018-06-24,False,2019-01-09T12:41:06,,0.0,0,0,0,0,98,0,0,PC,Atte Okkonen,Platformer,,,0,0,0,0,0,0
100006,fading-light-descent,Fading Light: Descent,,2017-08-24,False,2019-01-09T12:41:06,,0.0,0,0,0,0,279,0,0,PC,Dansodic,Adventure,,,0,1,0,0,0,0
100007,the-book-ritual-beta,The Book Ritual (Beta),,2018-07-06,False,2019-01-09T12:41:06,,0.0,0,0,0,0,111,0,0,PC||macOS,Alistair Aitcheson,,,,0,0,0,0,0,0
100009,corner-of-the-club-simulator,Corner of the Club Simulator,,2018-04-30,False,2019-01-09T12:41:06,,0.0,0,0,0,0,21,0,0,PC||Web,Jayson Musson,Simulation,,,0,0,0,0,0,0
10001,serious-sam-fusion-2017-beta,Serious Sam Fusion 2017 (beta),,2017-03-20,False,2020-03-08T19:03:42,http://www.croteam.com,3.07,4,1,76,227,541,19,227,Linux||macOS||PC,Croteam,Action||Indie,Devolver Digital||Croteam,,200,3292,41,11,79,2
100010,intelligence-the-314th-clash,Intelligence: The 314th Clash!,,2016-08-31,False,2019-01-09T12:41:06,,0.0,0,0,0,0,355,0,0,PC,Bizarre Monkey,RPG,,,0,0,0,0,0,0
100011,que-sera-sera-demo,Que Sera Sera Demo,,2018-04-08,False,2019-08-28T23:25:11,,0.0,0,0,0,0,164,0,0,PC||macOS,Eufrasio,Action||Shooter||Platformer,,,0,0,0,0,0,0
100012,excelsior-phase-one-lysandia,Excelsior Phase One: Lysandia,,2017-02-06,False,2019-01-09T12:41:06,,0.0,0,0,0,0,164,0,0,PC,11th Dimension Entertainment,RPG,,,0,0,0,0,0,0
100014,space-escape-2,Space Escape,,2015-09-05,False,2019-01-09T12:41:06,,0.0,0,0,0,0,58,0,0,Web,Dark Wall Games,Shooter,,,0,0,0,0,0,0
100015,passing-through-the-milky-way,Passing Through the Milky Way,,2018-07-02,False,2019-01-09T12:41:06,,0.0,0,0,0,0,7,0,0,Web,Dermot,,,,0,0,0,0,0,0
100016,corpus100,CORPUS100,,2017-05-12,False,2019-08-28T23:25:11,,0.0,0,0,0,0,48,0,0,Web,MAVW,Shooter,,,0,0,0,0,0,0
100017,thoughts,Thoughts,,2016-05-05,False,2019-01-09T12:41:06,,0.0,0,0,0,0,56,0,0,PC,VikkiRuttle,Platformer,,,0,0,0,0,0,0
100018,blasted-bots,Blasted Bots,,2016-03-07,False,2019-01-09T12:41:06,,0.0,0,0,0,0,201,0,0,PC,IanAnimated,Shooter,,,0,0,0,0,0,0
100019,the-spaghetti-western-excavation,The Spaghetti Western Excavation,,2018-03-31,False,2019-01-09T12:41:06,,0.0,0,0,0,0,22,0,0,Web,Jordan Oloman,,,,0,0,0,0,0,0
10002,life-is-feudal-forest-village,Life is Feudal: Forest Village,,2016-08-26,False,2019-09-17T10:28:05,http://lifeisfeudal.com/fv,3.74,4,3,29,18,596,0,19,PC,Mindillusion,Strategy||Simulation||Indie,Bitbox,,8,150,7,10,5,4
100020,legionwood-2-rise-of-the-eternals-realm,Legionwood 2: Rise of the Eternal's Realm,,2016-01-03,False,2019-01-09T12:41:06,,0.0,0,0,0,0,230,0,0,PC,Dark Gaia Studios,RPG,,,0,0,0,0,0,0
100021,shape-master,Shape Master,,2016-04-18,False,2019-01-09T12:41:06,,0.0,0,0,0,0,129,0,0,PC||macOS||Linux,B0pt1K,,,,0,0,0,0,0,0
100022,my-world,My World,,2017-04-25,False,2019-01-09T12:41:06,,0.0,0,0,0,0,84,0,0,PC||macOS,ciderwrath,,,,0,0,0,0,0,0
100023,toilet-tycoon-itch,Toilet Tycoon (itch),,2016-05-03,False,2019-01-09T12:41:06,,0.0,0,0,0,0,124,0,0,PC,Plug In Digital,Strategy||Simulation,,,0,0,0,0,0,0
100024,daddy-dont-explode-me,"Daddy, Don't Explode Me!",,2015-09-25,False,2019-01-09T12:41:06,,0.0,0,0,0,0,33,0,0,PC,Fi Silva,Puzzle,,,0,0,0,0,0,0
100025,the-spellbent-keep,The Spellbent Keep,,2016-05-27,False,2019-08-28T23:25:11,,0.0,0,0,0,0,209,0,0,PC,Billy Slang,RPG,,,0,0,0,0,0,0
100027,circuit-breakers-demo,Circuit Breakers - Demo,,2016-09-02,False,2019-01-09T12:41:06,,0.0,0,0,0,0,142,0,0,PC,reel_big_kris,Shooter,,,0,0,0,0,0,0
100028,toadies-adventure,Toadie's Adventure,,2018-03-30,False,2019-01-09T12:41:06,,0.0,0,0,0,0,99,0,0,PC,FelixBlobDev,Adventure||Platformer,,,0,0,0,0,0,0
100029,a-near-dawn-text-prototype,A Near Dawn: Text Prototype,,2017-11-01,False,2019-01-09T12:41:06,,0.0,0,0,0,0,10,0,0,Web,Leonid Pilchin,Adventure,,,0,0,0,0,0,0
10003,naval-action,Naval Action,,2016-01-21,False,2020-11-04T13:17:46,http://www.navalaction.com,0.0,5,15,0,4,342,0,5,PC,Game-Labs,Action||Adventure||Strategy||Simulation||Massively Multiplayer||Indie,Game-Labs,,2,49,2,1,1,0
100030,purify,Purify,,2017-02-24,False,2019-01-09T12:41:06,,0.0,0,0,0,0,32,0,0,PC,Troy-Martens,Action,,,0,0,0,0,0,0
100031,dog-world,Dog World,,2015-02-08,False,2019-01-09T12:41:06,,0.0,0,0,0,0,30,0,0,PC,Solomon Fletcher,RPG,,,0,0,0,0,0,0
100032,corra-snows,Corra Snows,,2016-05-01,False,2019-08-28T23:25:11,,0.0,0,0,0,0,120,0,0,PC||macOS||Linux,Mauricio Felippe,Platformer,,,0,0,0,0,0,0
100033,graveyard-birds-itch,Graveyard Birds (itch),,2018-05-17,False,2019-01-09T12:41:06,,0.0,0,0,0,0,173,0,0,PC||macOS,indspenceable,Puzzle,,,0,0,0,0,0,0
100034,dark-rogue,Dark Rogue,,2015-03-23,False,2019-01-09T12:41:06,,0.0,0,0,0,0,62,0,0,PC||macOS||Linux,coffeemuggames,Adventure,,,0,0,0,0,0,0
100035,bullet-time,Bullet Time,,2018-03-26,False,2019-01-09T12:41:06,,0.0,0,0,0,0,52,0,0,PC,Artefact,Shooter||Platformer,,,0,0,0,0,0,0
100037,la-boite-noire,La Boîte Noire,,2015-04-25,False,2019-01-09T12:41:06,,0.0,0,0,0,0,7,0,0,Web,corpsmoderne,,,,0,0,0,0,0,0
100038,p-o-w-e-r-arm,p o w e r ARM,,2017-07-31,False,2019-01-09T12:41:06,,0.0,0,0,0,0,130,0,0,PC||macOS||Linux,Xand,RPG,,,0,0,0,0,0,0
100039,oh-no-not-another-j-rpg,Oh No! Not Another J-RPG!,,2016-10-09,False,2019-01-09T12:41:06,,0.0,0,0,0,0,132,0,0,PC||Web,bhimz,RPG,,,0,0,0,0,0,0
10004,mages-of-mystralia,Mages of Mystralia,75,2017-05-17,False,2019-09-17T12:12:38,http://www.magesofmystralia.com,3.25,5,3,104,16,438,0,16,PC||Xbox One||PlayStation 4||Nintendo Switch,Borealys Games,Action||Adventure||Indie,Borealys Games,,32,564,10,9,3,2
100040,emissary,Emissary,,2018-08-12,False,2019-01-09T12:41:06,,0.0,0,0,0,0,57,0,0,PC||macOS||Linux||Web,Handle,,,,0,0,0,0,0,0
100041,zeus-vs-monsters-math-game,Zeus vs Monsters - Math Game,,2016-03-16,False,2019-01-09T12:41:06,,0.0,0,0,0,0,140,0,0,PC,Peaksel,Educational,,,0,0,0,0,0,0
100042,herboto-ld37,herboto - LD37,,2016-12-13,False,2019-08-28T23:25:11,,0.0,0,0,0,0,27,0,0,PC,cottontrek,Shooter,,,0,0,0,0,0,0
100043,fish-forever,Fish Forever,,2015-07-24,False,2019-08-28T23:25:11,,0.0,0,0,0,0,39,0,0,PC,Lethargic in the Park,,,,0,0,0,0,0,0
100045,what-do-we-eat-for-dinner,What Do We Eat for Dinner?,,2015-01-28,False,2019-08-28T23:25:11,,0.0,0,0,0,0,125,0,0,PC||macOS||Linux,goofanader||adeeda,Simulation,,,0,0,0,0,0,0
100046,knight-of-days,Knight of Days,,2017-10-07,False,2019-08-28T23:25:11,,0.0,0,0,0,0,100,0,0,PC,Vault of Tears Games,Action,,,0,0,0,0,0,0
100047,atomicollider,Atomicollider,,2016-04-18,False,2019-01-09T12:41:06,,0.0,0,0,0,0,30,0,0,PC,seizethedia,Action,,,0,0,0,0,0,0
100048,torch-cave-itch,Torch Cave (itch),,2016-06-07,False,2019-01-09T12:41:06,,0.0,0,0,0,0,245,0,0,PC,Crimson Duck Studios,Platformer,,,0,0,0,0,0,0
100049,lapis-azurai,Lapis Azurai,,2018-07-24,False,2019-01-09T12:41:06,,0.0,0,0,0,0,130,0,0,Web,BlueWinds,,,,0,0,0,0,0,0
10005,seum-speedrunners-from-hell,SEUM: Speedrunners from Hell,,2016-07-27,False,2020-10-02T02:35:30,http://www.seumgame.com,3.74,4,4,57,34,514,0,34,macOS||PC||Linux||PlayStation 4||Xbox One,Headup Games||Pine Studio,Action||Shooter||Adventure||Arcade||Indie,Headup Games,Teen,31,399,9,3,9,2
100050,bluman,BLUMAN,,2018-07-09,False,2019-01-09T12:41:06,,0.0,0,0,0,0,42,0,0,Web,[astro station],Puzzle||Platformer,,,0,0,0,0,0,0
100051,the-rootkit-11,The Rootkit 1.1,,2018-05-09,False,2019-01-09T12:41:06,,0.0,0,0,0,0,261,0,0,PC||macOS||Linux,Jana Games Studios,Strategy,,,0,0,0,0,0,0
100052,horatio-salt-and-the-book-of-the-dead,Horatio Salt and the Book of the Dead,,2018-04-08,False,2019-01-09T12:41:06,,0.0,0,0,0,0,149,0,0,PC||macOS||Linux,Pigmeat,Adventure,,,0,0,0,0,0,0
100053,gobbo-goes-adventure,Gobbo goes adventure,,2015-07-14,False,2019-01-09T12:41:06,,0.0,0,0,0,0,232,0,0,PC||Android,Roman,Adventure,,,0,0,0,0,0,0
100054,the-adventure,The Adventure,,2018-08-16,False,2019-01-09T12:41:06,,0.0,0,0,0,0,20,0,0,Web,britzl,Platformer,,,0,0,0,0,0,0
100055,imperator-defence,Imperator Defence,,2015-02-26,False,2019-01-09T12:41:06,,0.0,0,0,0,0,226,0,0,PC||macOS||Linux||Android,Rahul Martin,Strategy,,,0,0,0,0,0,0
100056,the-dream-self,The Dream Self,,2017-10-24,False,2019-01-09T12:41:06,,0.0,0,0,0,0,48,0,0,PC||macOS,FMinuzzi,Simulation,,,0,0,0,0,0,0
100057,mainframe,MAINFRAME,,2015-11-22,False,2019-01-09T12:41:06,,0.0,0,0,0,0,86,0,0,Web,autophagy,,,,0,0,0,0,0,0
100058,sunrises-pact,Sunrise's Pact,,2015-08-25,False,2019-01-09T12:41:06,,0.0,0,0,0,0,26,0,0,PC||macOS,FafaStudio,Action,,,0,0,0,0,0,0
100059,slime-hunter,Slime Hunter,,2016-10-10,False,2019-01-09T12:41:06,,0.0,0,0,0,0,42,0,0,PC,mutantcodpiece,Adventure,,,0,0,0,0,0,0
10006,frog-climbers,Frog Climbers,,2016-10-06,False,2019-09-17T10:54:54,http://frogclimbers.com,0.0,0,3,0,3,343,0,3,PC,TeamCrew,Indie,Plug In Digital||Playdius||Plug In Digital Label,,9,113,0,1,1,0
100060,choice-chamber-itch,Choice Chamber (itch),,2018-01-24,False,2019-01-09T12:41:06,,0.0,0,0,0,0,149,0,0,PC,onemrbean,Platformer,,,0,0,0,0,0,0
100061,dokidoki-fanmade,DokiDoki fanmade,,2018-05-18,False,2019-01-09T12:41:06,,0.0,0,0,0,0,284,0,0,Web,LadyWilliam,,,,0,0,0,0,0,0
100062,push-pull,Push & Pull,,2015-04-28,False,2019-01-09T12:41:06,,0.0,0,0,0,0,110,0,0,PC,ClayByte,Platformer,,,0,0,0,0,0,0
100063,micro-island,Micro Island,,2016-04-11,False,2019-01-09T12:41:06,,0.0,0,0,0,0,19,0,0,PC,TakiTonfa,Platformer,,,0,0,0,0,0,0
100064,grab-bag,Grab Bag,,2015-03-03,False,2019-01-09T12:41:06,,0.0,0,0,0,0,162,0,0,PC||macOS,AaronOldenburg,,,,0,0,0,0,0,0
100065,wetwork-itch,Wetwork (itch),,2016-12-31,False,2019-01-09T12:41:06,,0.0,0,0,0,0,385,0,0,PC||macOS,serioussam909||The Embraced One,Action||Shooter,,,0,0,0,0,0,0
100066,alleyway-cat-street,Alleyway Cat Street,,2016-09-17,False,2019-01-09T12:41:06,,0.0,0,0,0,0,75,0,0,PC,Maku Animeda,Adventure,,,0,0,0,0,0,0
100067,worlds-fastest-pizza-itch,World's Fastest Pizza (itch),,2016-03-16,False,2019-01-09T12:41:06,,0.0,0,0,0,0,193,0,0,PC,Oscar Brittain,Action,,,0,0,0,0,0,0
100068,the-old-lie,The old lie,,2016-09-04,False,2019-08-28T23:25:11,,0.0,0,0,0,0,79,0,0,PC,Fabulas Games,,,,0,0,0,0,0,0
100069,andoran-skye-xd-itch,Andoran Skye XD (itch),,2015-03-10,False,2019-01-09T12:41:06,,0.0,0,0,0,0,212,0,0,PC,One Man Army Games,RPG,,,0,0,0,0,0,0
10007,operator-overload,Operator Overload,,,False,2019-08-28T22:14:40,,0.0,0,1,14,1,79,0,1,Linux||PC||macOS,Benn Powell,Casual||Indie,Benn Powell,,0,5,0,0,0,1
100071,aloisius,Aloisius,,2018-04-20,False,2019-08-28T23:25:11,,0.0,0,0,0,0,24,0,0,PC||macOS||Linux||Web,bippinbits,Strategy,,,0,0,0,0,0,0
100072,koji,Koji,,2015-10-31,False,2019-08-28T23:25:11,,0.0,0,0,0,0,17,0,0,Web,Aaron Santiago,Action,,,0,0,0,0,0,0
100073,escape-takashi,Escape Takashi,,2016-08-08,False,2019-01-09T12:41:06,,0.0,0,0,0,0,58,0,0,PC,Dealey,Action||Racing,,,0,0,0,0,0,0
100074,tender-was-the-knight,Tender Was the Knight,,2017-08-13,False,2019-08-28T23:25:10,,0.0,0,0,0,0,38,0,0,PC,Brevitius,Puzzle,,,0,0,0,0,0,0
100075,stealth-fishing,Stealth Fishing,,2016-09-30,False,2019-01-09T12:41:06,,0.0,0,0,0,0,95,0,0,PC||Web,William Baldwin,Simulation,,,1,1,0,0,0,0
100076,a-fraught-place,A Fraught Place,,2017-01-31,False,2019-01-09T12:41:06,,0.0,0,0,0,0,175,0,0,PC,catapultfish,,,,0,0,0,0,0,0
100077,downside-up,Downside Up,,2016-12-13,False,2019-01-09T12:41:06,,0.0,0,0,0,0,61,0,0,PC,joebain,Action,,,0,0,0,0,0,0
100078,gary-springarms-global-game-jam-17,Gary SpringArms - Global Game Jam 17,,2017-01-23,False,2019-01-09T12:41:06,,0.0,0,0,0,0,97,0,0,PC||macOS,Team Gormless,Action,,,0,0,0,0,0,0
100079,cosmonet,Cosmonet,,2018-02-05,False,2019-01-09T12:41:06,,0.0,0,0,0,1,67,0,1,PC||macOS,Sean Bouchard||Martzi,,,,0,2,0,0,0,0
10008,sudden-strike-4,Sudden Strike 4,77,2017-08-10,False,2019-10-22T14:21:49,http://www.kalypsomedia.com/,3.12,4,2,121,32,546,4,33,macOS||iOS||Linux||PC||PlayStation 4,Kalypso Media||Kite Games,Action||Strategy,Kalypso Media||Kalypso,Mature,64,603,3,6,13,4
100080,vr-jurassic-cardboard-park,VR Jurassic - Cardboard Park,,2017-02-07,False,2019-01-09T12:41:06,,0.0,0,0,0,0,242,0,0,PC,LvlAppStudio,Simulation,,,0,0,0,0,0,0
100082,freddys-vr,Freddy's Vr,,2017-06-03,False,2019-01-09T12:41:06,,0.0,0,0,0,0,13,0,0,PC,Case1,Strategy,,,0,0,0,0,0,0
100083,frogbike,Frogbike,,2016-08-12,False,2019-01-09T12:41:06,,0.0,0,0,0,0,41,0,0,PC||macOS,Dadcore Digital,Puzzle,,,0,0,0,0,0,0
100084,roguefort,Roguefort,,2017-03-05,False,2019-01-09T12:41:06,,0.0,0,0,0,0,51,0,0,PC,Xenotrope Games,Adventure,,,0,0,0,0,0,0
100086,lampette,Lampette,,2015-07-18,False,2019-01-09T12:41:06,,0.0,0,0,0,0,17,0,0,PC,Alfreddy,,,,0,0,0,0,0,0
100087,scrapper-showdown,Scrapper Showdown,,2016-05-05,False,2019-01-09T12:41:06,,0.0,0,0,0,0,127,0,0,PC,retrorocketeers,Shooter,,,0,0,0,0,0,0
100088,no-danger-is-too-much,No Danger Is Too Much,,2017-12-04,False,2019-01-09T12:41:06,,0.0,0,0,0,0,41,0,0,PC||macOS||Linux||Web,Kappa.b,Strategy,,,0,0,0,0,0,0
100089,cosmic-chicken,Cosmic Chicken,,2017-05-26,False,2019-01-09T12:41:06,,0.0,0,0,0,0,130,0,0,PC,Slothy Labs,Action||Racing,,,0,0,0,0,0,0
10009,captain-lycop-invasion-of-the-heters,Captain Lycop: Invasion of the Heters,,2017-02-10,False,2019-08-28T22:14:40,http://aeronie.fr/lycop/index_en.html,0.0,0,4,0,0,274,0,0,PC||Linux,Aéronie,Action||Adventure||Indie,Aéronie,,0,55,0,0,0,0
100090,papai-noel-is-dead,Papai Noel is Dead,,2015-09-24,False,2019-01-09T12:41:06,,0.0,0,0,0,0,140,0,0,PC,Pedro Paiva,Platformer,,,0,0,0,0,0,0
100091,bollocks-biker,Bollocks Biker,,2017-04-11,False,2019-01-09T12:41:06,,0.0,0,0,0,0,66,0,0,PC||macOS,nomalles,Simulation,,,0,0,0,0,0,0
100092,the-infamous,The infamous @,,2017-03-19,False,2019-01-09T12:41:06,,0.0,0,0,0,0,79,0,0,Linux,sgadrat,Action,,,0,0,0,0,0,0
100093,verald-defense,Verald Defense,,2017-05-09,False,2019-01-09T12:41:06,,0.0,0,0,0,0,149,0,0,PC,MDVGames,Strategy,,,0,0,0,0,0,0
100094,dream-gazer,Dream Gazer,,2017-12-22,False,2019-08-28T23:25:10,,0.0,0,0,0,0,48,0,0,PC||Web,Richard_Daskas,Platformer,,,0,0,0,0,0,0
100095,sepia-and-the-magical-book,Sepia and the Magical Book,,2017-03-28,False,2019-01-09T12:41:06,,0.0,0,0,0,0,52,0,0,PC,konoe,Platformer,,,0,0,0,0,0,0
100096,giga-girl-itch,Giga Girl (itch),,2017-12-08,False,2019-08-28T23:25:10,,0.0,0,0,0,0,172,0,0,PC,Outgunned Games,Platformer,,,0,0,0,0,0,0
100097,flable-tip,Flable Tip,,2018-08-08,False,2019-01-09T12:41:06,,0.0,0,0,0,0,45,0,0,PC,Cosmic Adventure Squad,Simulation,,,0,0,0,0,0,0
100098,star-wrecker-pre-demo-demo,Star Wrecker Pre-Demo Demo,,2017-05-16,False,2019-01-09T12:41:06,,0.0,0,0,0,0,101,0,0,PC,Mr Frog,Action,,,0,0,0,0,0,0
100099,bullets,Bullets!,,2015-07-24,False,2019-01-09T12:41:06,,0.0,0,0,0,0,20,0,0,PC,Lethargic in the Park,Shooter,,,0,0,0,0,0,0
10010,riders-of-asgard,Riders of Asgard,,2017-03-31,False,2019-08-28T22:14:40,http://www.ridersofasgard.com/,0.0,0,1,21,0,508,0,0,PC||Linux,Gobbo Games,Sports||Indie,Gobbo Games,,0,5,0,0,0,0
100100,comforting-sounds,Comforting Sounds,,2016-11-13,False,2019-01-09T12:41:06,,0.0,0,0,0,0,11,0,0,PC||macOS||Web,melessthanthree,Simulation,,,0,0,0,0,0,0
100101,super-capybros-4-advance,Super Capybros. 4 Advance,,2017-10-01,False,2019-08-28T23:25:10,,0.0,0,0,0,0,252,0,0,PC||Web,kyuu,Action,,,0,0,0,0,0,0
100102,accurate-coastlines,Accurate Coastlines,,2016-11-09,False,2019-01-09T12:41:06,,0.0,0,0,0,0,19,0,0,Web,ClÃ©ment Duquesne,Simulation,,,0,0,0,0,0,0
100103,road-to-ruin,Road to Ruin,,2014-07-20,False,2019-01-09T12:41:06,,0.0,0,0,0,0,74,0,0,,TomCooper3D,,,,0,0,0,0,0,0
100104,bob-tylerc,BOB (TylerC),,2017-08-09,False,2019-08-28T23:25:10,,0.0,0,0,0,0,11,0,0,PC,TylerC,Platformer,,,0,0,0,0,0,0
100105,zasa-an-ai-story-itch,Zasa - An AI Story (itch),,2016-04-11,False,2019-01-09T12:41:06,,0.0,0,0,0,0,81,0,0,PC,Rainssong,Puzzle,,,0,0,0,0,0,0
100106,the-congress-of-monsterdom,The Congress of Monsterdom,,2016-12-04,False,2019-08-28T23:25:10,,0.0,0,0,0,0,80,0,0,PC,Artylo,,,,0,0,0,0,0,0
100107,surf-shogun,Surf Shogun,,2016-03-20,False,2019-01-09T12:41:06,,0.0,0,0,0,0,60,0,0,PC,FarmerGnome,Action,,,0,0,0,0,0,0
100108,mouse-boat,Mouse Boat,,2016-03-31,False,2019-01-09T12:41:06,,0.0,0,0,0,0,93,0,0,PC,CowThing,,,,0,0,0,0,0,0
100109,drawn-in,Drawn In,,2017-05-21,False,2019-01-09T12:41:06,,0.0,0,0,0,0,142,0,0,PC,bunnybreaker,Shooter,,,0,0,0,0,0,0
10011,mouse-playhouse,Mouse Playhouse,,2017-03-31,False,2019-08-28T22:14:40,http://www.smu.edu/Guildhall/Academics/Student-Work/Team-Game-Projects/Mouse-Playhouse,0.0,0,1,15,0,205,0,0,PC,Tinkertainment,Casual||Indie,SMU Guildhall,,1,50,0,0,1,0
100110,project-scarf-demo,Project: Scarf - Demo,,2017-02-25,False,2019-08-28T23:25:10,,0.0,0,0,0,0,183,0,0,PC,1StupidRat - Toxic Sasquatch,RPG,,,0,0,0,0,0,0
100111,trapped-demon,Trapped Demon,,2017-12-21,False,2019-01-09T12:41:06,,0.0,0,0,0,0,147,0,0,PC,Rango,Puzzle||Platformer,,,0,0,0,0,0,0
100112,2v-hoverbike-itch,2V Hoverbike (itch),,2017-05-21,False,2019-01-09T12:41:06,,0.0,0,0,0,0,202,0,0,PC||macOS,Intertum,Shooter,,,0,0,0,0,0,0
100113,dual-wielded,Dual Wielded,,2016-04-18,False,2019-08-28T23:25:10,,0.0,0,0,0,0,29,0,0,Web,Alex T. Colombini,Platformer,,,0,0,0,0,0,0
100115,dadoor,Dadoor,,2017-07-31,False,2019-01-09T12:41:06,,0.0,0,0,0,0,199,0,0,PC,Folz,Action,,,0,0,0,0,0,0
100116,project-starship-itch,Project Starship (itch),,2015-10-02,False,2019-01-09T12:41:06,,0.0,0,0,0,0,154,0,0,PC,xXarabongXx,Shooter,,,0,1,0,0,0,0
100117,super-skeleboy,Super Skeleboy,,2015-07-26,False,2019-08-28T23:25:10,,0.0,0,0,0,0,58,0,0,Web,rarelikeaunicorn,Platformer,,,0,0,0,0,0,0
100119,ghostblasters-you-know-who-to-call,Ghostblasters: You Know Who to Call,,2015-03-22,False,2019-01-09T12:41:06,,0.0,0,0,0,0,21,0,0,Web,donboody,Platformer,,,0,1,0,0,0,0
10012,dawn,Dawn,,2017-03-31,False,2019-09-17T13:53:54,http://www.smu.edu/Guildhall/Academics/Student-Work/Team-Game-Projects/Dawn,0.0,0,1,12,2,277,0,2,PC,Brave Rabbit Games,Adventure||Casual,SMU Guildhall,,2,85,3,0,0,0
100120,aarons-particle-space,Aaron's Particle Space,,2017-04-03,False,2019-01-09T12:41:06,,0.0,0,0,0,0,127,0,0,PC,AaronB,Simulation||Educational,,,0,0,0,0,0,0
100121,tapsailing,Tapsailing,,2017-05-28,False,2019-08-28T23:25:10,,0.0,0,0,0,0,103,0,0,PC,Vonnbit,Simulation,,,0,0,0,0,0,0
100122,null,NULL,,2018-01-09,False,2020-05-08T13:42:08,,0.0,4,0,0,5,70,0,5,PC||macOS||Linux,Jusiv,Adventure||Puzzle,,,0,3,0,1,0,1
100123,teh-stream-a-twizted-tale,Teh Stream: A Twizted Tale,,2017-05-13,False,2019-01-09T12:41:06,,0.0,0,0,0,0,48,0,0,PC,Leggy,Adventure,,,0,0,0,0,0,0
100124,coop-action-game-kit,Coop Action Game Kit,,2014-11-08,False,2019-01-09T12:41:06,,0.0,0,0,0,0,49,0,0,PC||macOS,DanielSnd,Shooter,,,0,0,0,0,0,0
100125,roru,Roru,,2016-10-10,False,2019-08-28T23:28:18,,0.0,0,0,0,0,46,0,0,PC||macOS||Linux,Gero,Puzzle||Platformer,,,0,0,0,0,0,0
100126,nanovirus,NanoVirus,,2015-04-06,False,2019-01-09T12:41:06,,0.0,0,0,0,0,29,0,0,PC,Jay Yabsley,Action,,,0,0,0,0,0,0
100127,dungeon-scoundrel,Dungeon Scoundrel,,2017-03-23,False,2019-01-09T12:41:06,,0.0,0,0,0,0,67,0,0,Web,Bret Sepulveda,RPG,,,0,0,0,0,0,0
100128,just-feel,Just Feel,,2016-06-23,False,2019-01-09T12:41:06,,0.0,0,0,0,0,77,0,0,PC,AmelieBy,,,,0,0,0,0,0,0
10013,mxgp3,MXGP3 - The Official Motocross Videogame,,2017-05-29,False,2019-10-31T23:52:39,http://mxgpvideogame.com/,2.78,3,3,109,18,567,0,18,Xbox One||PC||Nintendo Switch||PlayStation 4,Milestone,Simulation||Sports||Racing,Milestone,Everyone 10+,4,100,2,1,6,0
100130,mirror-protocol,Mirror Protocol,,2017-02-07,False,2019-01-09T12:41:06,,0.0,0,0,0,0,116,0,0,PC||macOS||Linux,POLIMI Game Collective,,,,0,0,0,0,0,0
100131,act-of-mercy,Act of Mercy,,2015-07-03,False,2019-01-09T12:41:06,,0.0,0,0,0,0,274,0,0,PC,Zircona Works,RPG,,,0,0,0,0,0,0
100132,rain-fall,Rain Fall,,2018-03-26,False,2019-08-28T23:25:10,,0.0,0,0,0,0,79,0,0,PC||macOS,Old School Entertainment,Puzzle,,,0,0,0,0,0,0
